skill	content
probability_1	a bag contains 9 red balls, 6 green balls, and 4 blue balls. if a ball is randomly chosen, what is the probability that it is green?
probability_1	a fair six-sided die is rolled. what is the probability that the result is at least 2?
probability_1	a fair six-sided die is rolled. what is the probability that the result is at least 4?
probability_1	a fair six-sided die is rolled. what is the probability that the result is a 6?
probability_1	a fair six-sided die is rolled. what is the probability that the result is a 3?
probability_1	a fair six-sided die is rolled. what is the probability that the result is more than 3?
probability_1	a fair six-sided die is rolled. what is the probability that the result is less than 5?
probability_1	a fair six-sided die is rolled. what is the probability that the result is less than 6?
probability_1	a box contains 3 red marbles, 11 green marbles, and 6 blue marbles. if a marble is randomly chosen, what is the probability that it is not red?
probability_1	a goblet contains 11 red marbles, 9 green marbles, and 7 blue marbles. if a marble is randomly chosen, what is the probability that it is not red?
probability_1	a fair six-sided die is rolled. what is the probability that the result is prime?
probability_1	a box contains 4 red marbles, 8 green marbles, and 9 blue marbles. if a marble is randomly chosen, what is the probability that it is not blue?
probability_1	a fair six-sided die is rolled. what is the probability that the result is a 4?
probability_1	a goblet contains 3 red jelly beans, 11 green jelly beans, and 9 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is not blue?
probability_1	a bag contains 5 red balls, 3 green balls, and 9 blue balls. if a ball is randomly chosen, what is the probability that it is blue?
probability_1	a fair six-sided die is rolled. what is the probability that the result is a 5?
probability_1	a box contains red balls, 8 green balls, and 7 7 blue balls. if a ball is randomly chosen, what is the probability that it is not red?
probability_1	a jar contains 11 red marbles, 6 green marbles, and 5 blue marbles. if a marble is randomly chosen, what is the probability that it is blue?
probability_1	a goblet contains red jelly beans, 7 green jelly beans, and 11 11 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is not red?
probability_1	which of the following is a correct interpretation of the expression -3 - ? choose 1 answer: a start at on the number line and move to the left. b start at on the number line and move 3 3 to the right. c start at -3 on the number line and move 5 5 to the left. d start at -3 on the number line and move 5 5 5 to the right.
probability_1	giovanna owns a farm. she is going to randomly select one animal to present at the state fair. she has 6 pigs, 7 chickens, and 10 cows. what is p(chicken ) ? if necessary, round your answer to 2 decimal places.
probability_1	you flip a fair coin. what is p(tails ) ? if necessary, round your answer to 2 decimal places.
probability_1	a fair six-sided die is rolled. what is the probability that the result is prime?
probability_1	a fair six-sided die is rolled. what is the probability that the result is at least 3?
probability_1	a fair six-sided die is rolled. what is the probability that the result is even?
probability_1	a fair six-sided die is rolled. what is the probability that the result is a 1?
probability_1	a fair six-sided die is rolled. what is the probability that the result is a 4?
probability_1	a fair six-sided die is rolled. what is the probability that the result is odd?
probability_1	a bag contains red jelly beans, 10 10 green jelly beans, and 4 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is not red?
probability_1	a jar contains 8 red marbles, 7 green marbles, and 11 blue marbles. if a marble is randomly chosen, what is the probability that it is green?
probability_1	a box contains 3 red balls, 7 green balls, and 5 blue balls. if a ball is randomly chosen, what is the probability that it is blue?
probability_1	greg has an mp3 player called the jumble. the jumble randomly selects a song for the user to listen to. greg's jumble has 6 classical songs, 7 rock songs, and 9 rap songs on it. what is p(not a rap song ) ? if necessary, round your answer to 2 decimal places.
probability_1	mrs. avery is going to randomly select one student from her class to read a poem out loud. there are 15 boys and 13 girls in her class. what is p(boy ) ? if necessary, round your answer to 2 decimal places.
probability_1	bruce is going to call one person from his contacts at random. he has 25 total contacts. 20 of those contacts are from his neighborhood. what is p(call a person not from his neighborhood ) ? if necessary, round your answer to 2 decimal places.
probability_1	a jar contains 4 red balls, 7 green balls, and 9 blue balls. if a ball is randomly chosen, what is the probability that it is not green?
probability_1	a bag contains 4 red balls, 10 green balls, and 8 blue balls. if a ball is randomly chosen, what is the probability that it is not green?
probability_1	a fair six-sided die is rolled. what is the probability that the result is odd?
probability_1	a goblet contains 5 red jelly beans, 9 green jelly beans, and 3 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is red?
probability_1	a bag contains 8 red marbles, 10 green marbles, and 5 blue marbles. if a marble is randomly chosen, what is the probability that it is not green?
probability_1	a jar contains 7 red balls, 3 green balls, and 10 blue balls. if a ball is randomly chosen, what is the probability that it is not red?
probability_1	a goblet contains red jelly beans, 4 4 green jelly beans, and 6 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is not green?
probability_1	a goblet contains 7 red jelly beans, 10 green jelly beans, and 3 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is not blue?
probability_1	a jar contains 9 red marbles, 7 green marbles, and 8 blue marbles. if a marble is randomly chosen, what is the probability that it is not blue?
probability_1	a jar contains 3 red marbles, 7 green marbles, and 4 blue marbles. if a marble is randomly chosen, what is the probability that it is red?
probability_1	a fair six-sided die is rolled. what is the probability that the result is at least 4?
probability_1	a bag contains 4 red marbles, 10 green marbles, and 9 blue marbles. if a marble is randomly chosen, what is the probability that it is green?
probability_1	a bag contains red marbles, 6 green marbles, and 7 7 blue marbles. if a marble is randomly chosen, what is the probability that it is not red?
probability_1	a jar contains 9 red balls, 6 green balls, and 3 blue balls. if a ball is randomly chosen, what is the probability that it is not green?
probability_1	a goblet contains red jelly beans, 7 7 green jelly beans, and 11 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is green?
probability_1	a fair six-sided die is rolled. what is the probability that the result is prime?
probability_1	a goblet contains 9 red jelly beans, green jelly beans, and 3 3 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is not blue?
probability_1	a fair six-sided die is rolled. what is the probability that the result is less than 4?
probability_1	carl is wondering if the train he is riding home from school will leave early, on time, or late. the probabilities are as follows: p( ) = 25 % p( ) = 0.35 p( ) = dfrac25 p(train leaves late)= 5 2 put the following events in order from least to most likely. train leaves on time train leaves on time train leaves early train leaves early train leaves late train leaves late
probability_1	select the decimal that is equivalent to dfrac 7 8 8 7 . choose 1 answer: a 0.767 b 0. overline 767 0. 767 c 0.875 d 0.8 overline 75 0.8 75 e none of the above
probability_1	a fair six-sided die is rolled. what is the probability that the result is at least 2?
probability_1	you randomly draw a marble from a bag of marbles that contains 3 blue marbles, 4 green marbles, and 5 red marbles. what is p(draw a blue marble ) ? if necessary, round your answer to 2 decimal places.
probability_1	a fair six-sided die is rolled. what is the probability that the result is less than 5?
probability_1	a goblet contains 11 red balls, 5 green balls, and 9 blue balls. if a ball is randomly chosen, what is the probability that it is not blue?
probability_1	an estimated 3 out of every 25 men are left-handed. what of men are left-handed? % percent
probability_1	a jar contains 6 red jelly beans, 9 green jelly beans, and 4 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is red?
probability_1	a box contains 4 red balls, 3 green balls, and 9 blue balls. if a ball is randomly chosen, what is the probability that it is not blue?
probability_1	a goblet contains 4 red balls, green balls, and 11 11 blue balls. if a ball is randomly chosen, what is the probability that it is not blue?
probability_1	a fair six-sided die is rolled. what is the probability that the result is a 4?
probability_1	you spin the spinner shown below once. the spinner has 4 equal sectors colored pink, purple, blue, and green. what is p(not purple ) ? if necessary, round your answer to 2 decimal places. blue green pink purple
probability_1	a bag contains 4 red marbles, green marbles, and 6 6 blue marbles. if a marble is randomly chosen, what is the probability that it is not green?
probability_1	a goblet contains red jelly beans, 11 green jelly beans, and 10 10 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is blue?
probability_1	a fair six-sided die is rolled. what is the probability that the result is less than 5?
probability_1	a fair six-sided die is rolled. what is the probability that the result is prime?
probability_1	a box contains 9 red balls, 8 green balls, and 5 blue balls. if a ball is randomly chosen, what is the probability that it is blue?
probability_1	a goblet contains red marbles, 8 8 green marbles, and 5 blue marbles. if a marble is randomly chosen, what is the probability that it is red?
probability_1	a jar contains 7 red balls, 10 green balls, and 8 blue balls. if a ball is randomly chosen, what is the probability that it is not red?
probability_1	you roll a fair 6 -sided die. what is p(roll a 2 ) ? if necessary, round your answer to 2 decimal places.
probability_1	a fair six-sided die is rolled. what is the probability that the result is a 1?
probability_1	a fair six-sided die is rolled. what is the probability that the result is more than 2?
probability_1	a box contains 7 red marbles, 8 green marbles, and 11 blue marbles. if a marble is randomly chosen, what is the probability that it is blue?
probability_1	a goblet contains 9 red jelly beans, 3 green jelly beans, and 6 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is blue?
probability_1	a bag contains red jelly beans, 6 6 green jelly beans, and 5 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is not green?
probability_1	a jar contains 6 red marbles, 8 green marbles, and 4 blue marbles. if a marble is randomly chosen, what is the probability that it is not blue?
probability_1	a box contains 9 red jelly beans, 11 green jelly beans, and 10 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is blue?
probability_1	omar ordered his sister a birthday card from a company that randomly selects a card from their inventory. the company has 21 total cards in inventory. 14 of those cards are birthday cards. what is p(not a birthday card ) ? if necessary, round your answer to 2 decimal places.
probability_1	a fair six-sided die is rolled. what is the probability that the result is more than 3?
probability_1	a fair six-sided die is rolled. what is the probability that the result is even?
probability_1	a bag contains 6 red balls, 8 green balls, and 4 blue balls. if a ball is randomly chosen, what is the probability that it is not green?
probability_1	a jar contains 10 red marbles, 7 green marbles, and 9 blue marbles. if a marble is randomly chosen, what is the probability that it is green?
probability_1	a jar contains 8 red marbles, 6 green marbles, and 3 blue marbles. if a marble is randomly chosen, what is the probability that it is not blue?
probability_1	a fair six-sided die is rolled. what is the probability that the result is more than 3?
probability_1	a jar contains 10 red marbles, 4 green marbles, and 6 blue marbles. if a marble is randomly chosen, what is the probability that it is not green?
probability_1	a bag contains 8 red balls, green balls, and 7 7 blue balls. if a ball is randomly chosen, what is the probability that it is blue?
probability_1	a fair six-sided die is rolled. what is the probability that the result is at least 4?
probability_1	a goblet contains 11 red balls, 4 green balls, and 3 blue balls. if a ball is randomly chosen, what is the probability that it is blue?
probability_1	a jar contains 3 red balls, 4 green balls, and 10 blue balls. if a ball is randomly chosen, what is the probability that it is blue?
probability_1	a fair six-sided die is rolled. what is the probability that the result is a 6?
probability_1	leslie is a biologist. she is going to randomly select one animal from her lab to study. there are 5 salamanders, 3 crayfish, and 12 minnows in her lab. what is p(salamander ) ? if necessary, round your answer to 2 decimal places.
probability_1	a goblet contains red jelly beans, 6 green jelly beans, and 8 8 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is not green?
probability_1	you randomly draw a marble from a bag of marbles that contains 7 blue marbles, green marbles, and 1 red marble. what is p(not draw a blue marble ) ? if necessary, round your answer to 2 2 decimal places.
probability_1	a box contains 4 red jelly beans, 8 green jelly beans, and 7 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is red?
probability_1	a box contains red jelly beans, 5 5 green jelly beans, and 7 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is not red?
probability_1	you draw a card at random from a deck that contains 3 black cards and 7 red cards. what is p(draw a black card ) ? if necessary, round your answer to 2 decimal places.
probability_1	a fair six-sided die is rolled. what is the probability that the result is more than 3?
probability_1	a fair six-sided die is rolled. what is the probability that the result is at least 2?
probability_1	a fair six-sided die is rolled. what is the probability that the result is a 5?
probability_1	below are 4 scatter plots showing the same data for the quantities f and x . each plot uses a different unit for the vertical and horizontal axes. judging from these scatter plots, which type of function would be the best fit for f(x) ? choose 1 answer: a linear b quadratic c exponential d none of the above.
probability_1	a jar contains red marbles, 3 green marbles, and 4 4 blue marbles. if a marble is randomly chosen, what is the probability that it is green?
probability_1	a bag contains red marbles, 7 green marbles, and 6 6 blue marbles. if a marble is randomly chosen, what is the probability that it is not green?
probability_1	a fair six-sided die is rolled. what is the probability that the result is more than 3?
